,LATITUDE,LONGITUDE,NAME,STATION,TEMP_COEF_AVG,TEMP_COEF_MAX,TEMP_COEF_MIN,YEAR_MAX,YEAR_MIN
13608,48.85,-72.5333,"NORMANDIN CDA, QC CA",CA007065640,-0.37221078007991587,0.5860087385281612,-1.4136829620583165,1992,1937
13609,31.9544,-89.9327,"D LO 2 SW, MS US",USC00222385,0.5999956994179886,-0.013330481348785181,1.1346082169786977,2016,1937
13610,41.4,-85.73333000000001,"SYRACUSE, IN US",USC00128610,,,,1906,1901
13611,53.2333,-114.65,"CARNWOOD, AB CA",CA003011350,,,,2016,2001
13612,63.75,-68.55,"IQALUIT UA, NU CA",CA002402594,,,,2008,1958
13613,18.3096,-65.6625,"FAJARDO, PR US",RQC00663657,0.4328949179722115,2.1986714161372674,-1.2105547960811112,1995,1931
13614,20.9625,-156.6753,"KAPALUA W. MAUI AIRPORT 462.4, HI US",USC00513317,,,,2019,1988
13615,42.7833,-80.2167,"PORT DOVER, ON CA",CA006136643,0.5341387418897148,0.6727620288699558,0.3834342825479072,1983,1874
13616,19.9167,-100.0,"TEMASCALCINGO, MX",MXN00015117,4.450107415934519,-0.29236105874368573,9.4031909077609,2008,1963
13617,31.1923,-84.4465,"NEWTON 11 SW, GA US",USW00063829,,,,2018,2003
13618,47.9833,-66.3333,"CHARLO AUTO, NB CA",CA008100885,,,,2017,2004
13619,39.13333,-92.66667,"FAYETTE EXPERIMENTAL LAGOON, MO US",USC00232828,,,,1961,1958
13620,-41.6383,145.9444,"CRADLE VALLEY WALDHEIM, AS",ASN00096005,,,,1993,1919
13621,42.9375,-88.0297,"HALES CORNERS WHITNALL PK, WI US",USC00473391,,,,2019,2005
13622,55.0,-121.0333,"DENISON PLANT SITE, BC CA",CA001182427,,,,1997,1987
13623,52.6056,13.2967,"BERLIN TEGELER FLIESSTAL, GM",GME00128062,,,,1994,1979
13624,49.7333,-124.9,"LAZO, BC CA",CA001024592,,,,1926,1915
13625,-28.6133,122.4236,"LAVERTON AERO, AS",ASN00012305,,,,2019,1992
13626,34.0178,-116.1878,"LOST HORSE CALIFORNIA, CA US",USR0000CLHO,2.329130434782606,0.016521739130435496,4.640000000000002,2019,1995
13627,42.4075,-122.1914,"SELDOM CREEK OREGON, OR US",USR0000OSEL,-0.8651047657148584,-0.8958125623130608,-0.18757813672050783,2019,1988
13628,42.2361,-97.0108,"WAYNE, NE US",USC00259045,,,,2018,1946
13629,54.8831,99.0331,"NIZHNEUDINSK, RS",RSM00029698,2.93037248658054,2.858136334712058,2.990788596815994,2017,1940
13630,26.683329999999998,-80.26666999999999,"LOXAHATCHEE, FL US",USC00085182,0.8370724897796389,0.3978510975932277,1.2295871593009224,1987,1941
13631,36.0908,-106.0566,"ALCALDE, NM US",USC00290245,0.5120997235624396,0.2521570319240724,0.325956780868131,2019,1954
13632,67.94,23.44,"MUODOSLOMPOLO, SW",SWE00140916,3.034864864864865,3.0051351351351343,3.076486486486487,1995,1965
13633,42.616667,-74.166667,"WEST BERNE, NY US",USC00309100,0.7214033524149048,-3.1684442688787935,4.34324546669866,1932,1900
13634,51.1167,-114.0167,"CALGARY INTERNATIONAL CS, AB CA",CA003031094,,,,2017,2000
13635,49.5603,7.4142,"KUSEL FUNFBIRKEN, GM",GME00124894,,,,1981,1970
13636,19.0833,-98.7333,"SAN PEDRO NEXAPA, MX",MXN00015103,7.216002239815836,11.586194024046913,2.849722356161827,2012,1962
13637,38.48639,-81.27111,"CORTON, WV US",USC00461959,,,,1992,1964
13638,32.1,-81.0833,"SAVANNAH NWR SOUTH CAROLINA, SC US",USR0000SSAV,,,,2019,2003
13639,63.6772,-144.6011,"DRY CREEK, AK US",USC00502568,,,,2019,1997
13640,45.81667,-122.85,"WARREN, OR US",USC00359051,1.223733719247465,-0.19247467438494736,2.6265822784810116,1976,1951
13641,43.2761,-75.1566,"TRENTON FALLS, NY US",USC00308578,,,,2019,1910
13642,32.1615,-94.3398,"CARTHAGE, TX US",USC00411500,-0.2016572255641883,-1.518610785463072,1.1120803376529607,2019,1952
13643,41.41,-115.45,"STAG MOUNTAIN, NV US",USS0015H19S,,,,2019,2013
13644,44.8658,-101.4672,"DUPREE 15 SSE, SD US",USC00392446,1.6441973396781766,-0.7624819238838788,4.201657521667026,2019,1964
13645,23.3167,-109.9333,"CADUAO, MX",MXN00003007,-1.5879860208336865,-3.1466789719339525,-1.5834005841535683,2012,1944
13646,44.01214,-97.53153,"HOWARD, SD US",USC00394037,0.2109846453330155,-0.9093789859410482,1.1654807229191992,2019,1895
13647,50.0583,10.2169,"SCHWEINFURT GARTENSTADT, GM",GME00128710,3.173913043478261,2.750065876152834,3.5752305665349158,2003,1959
13648,27.45,-105.8,"VALLE DE ZARAGOZA SMN, MX",MXN00008152,,,,2001,1972
13649,46.2,-70.7833,"BEAUCEVILLE, QC CA",CA007028754,,2.7076183939601908,,2017,1995
13650,36.903059999999996,-102.965,"KENTON, OK US",USC00344766,0.09885140113084656,-0.25775676198328107,0.4175403515386548,1999,1901
13651,18.7333,-99.25,"ALPUYECA, MX",MXN00017072,,,,2012,1969
13652,33.23639,-96.64194,"MC KINNEY 3 S, TX US",USC00415766,-0.13933528642129764,-1.4512818434111094,1.0814121195053326,2003,1904
13653,42.65,130.8,"POSET, RS",RSM00031969,1.8759494480804315,1.958884264385811,1.8765671353461073,2013,1936
13654,60.8667,-135.3833,"BRYN MYRDDIN FARM, YT CA",CA002100174,,,,1995,1989
13655,36.15,-109.53333,"CHINLE, AZ US",USC00021634,2.640533088235294,1.4419851175476557,3.9054168622529626,1970,1909
13656,28.339170000000003,-99.63278000000001,"CATARINA, TX US",USC00411528,,,,2000,1961
13657,18.55,-99.6,"TAXCO SMN, MX",MXN00012122,-1.0386582163517541,-5.758534225749764,3.683764733755849,1991,1961
13658,48.7412,-113.43299999999999,"ST. MARY 1 SSW, MT US",USW00004130,,,,2019,2004
13659,47.4615,-111.385,"GREAT FALLS WEATHER FORECAST OFFICE, MT US",USC00243753,,,,2019,1998
13660,39.83444,-88.86556,"DECATUR AIRPORT, IL US",USW00003887,,,,2019,2001
13661,41.9,-100.3167,"HALSEY 2 W, NE US",USC00253540,0.4000947723730358,0.8095949955720824,0.13226801341124067,1987,1904
13662,50.5664,7.4844,"HUMMERICH, GM",GME00124102,3.3811989100817432,4.343324250681199,2.4170299727520437,2019,1983
13663,42.205,-121.1315,"GERBER DAM, OR US",USC00353232,,,,2018,1926
13664,37.73333,-82.73333000000001,"DEWEY DAM, KY US",USC00152180,,,,1970,1952
13665,-41.0828,145.7725,"ELLIOTT RESEARCH STATION, AS",ASN00091030,2.158774785439479,2.3515198917684863,1.6412151067323466,2009,1915
13666,26.65,-99.9833,"VALLECILLO SMN, MX",MXN00019077,-0.6108776978417256,2.530877697841727,-3.738503597122301,1987,1942
13667,27.55,-109.8333,"BACHOCO, MX",MXN00026287,,4.483682469680259,,2009,1987
13668,42.9533,-121.5819,"KLAMATH NWR OREGON CALIF., OR US",USR0000CKLA,,,,2016,2003
13669,58.9569,5.73,"STAVANGER VALAND, NO",NOE00110590,2.3162485746864325,2.9637970353477776,1.6698403648802744,2019,1954
13670,45.5167,-73.4167,"MONTREAL ST HUBERT, QC CA",CA007027329,,,,2017,2010
13671,17.8833,-97.8167,"ZAPOTITLAN PALMAS SMN, MX",MXN00020190,,,,2001,1949
13672,41.0319,-98.9213,"RAVENNA, NE US",USC00257040,-0.3211908886808129,-0.7107757848091062,-0.01073439671187695,2019,1893
13673,49.3333,-117.6667,"CASTLEGAR, BC CA",CA001141450,,,,1963,1917
13674,25.4167,-104.2667,"PEOLES, MX",MXN00010053,3.3360424920375964,7.924417575661605,-1.2692531758232861,2009,1965
13675,33.7806,-82.8161,"WASHINGTON GEORGIA, GA US",USR0000GWAS,,,,2019,2004
13676,37.5658,-76.8,"WEST POINT 2 NW, VA US",USC00449025,1.939262820512821,1.967284798534799,1.9108974358974364,2019,1955
13677,27.72833,-98.06778,"ALICE, TX US",USC00410144,0.19664775558400327,-0.11201652169594094,0.411492892853862,2008,1912
13678,51.6667,-110.2,"ESTHER 1, AB CA",CA00301B460,,,,2017,1995
13679,20.0333,-90.2333,"TENABO SMN, MX",MXN00004032,,,,1974,1953
13680,48.9,30.9,"OZERNA, UP",UPM00033586,,,,2003,1960
13681,31.0167,-93.1869,"VERNON LOUISIANA, LA US",USR0000LVER,,,,2018,2001
13682,42.2833,-122.3167,"DEAD INDIAN OREGON, OR US",USR0000ODEA,,,,2005,1987
13683,37.49,-107.51,"VALLECITO, CO US",USS0007M31S,7.878079663490426,2.9682837616709987,13.61123272383895,2019,1987
13684,41.2634,-85.8677,"WARSAW, IN US",USC00129240,0.977676451030683,-0.3996474613762835,1.5914847185044243,2018,1897
13685,-26.5933,118.4883,"MEEKATHARRA POST OFFICE, AS",ASN00007046,-0.31124909174978194,-2.3482557511610302,3.8902740209337887,1985,1910
13686,35.8291,-96.3916,"BRISTOW, OK US",USC00341144,-0.3346710447374251,-0.41906159924536923,-0.020502842905844504,2011,1916
13687,25.3903,-80.6803,"CACHE FLORIDA, FL US",USR0000FCAC,,,,2019,2001
13688,21.2333,-87.9333,"DZONOT AKE, MX",MXN00031089,,,,2007,1986
13689,38.4666,-107.1677,"BLUE MESA LAKE, CO US",USC00050797,,,,2019,1968
13690,48.4167,-123.7,"COWICHAN, BC CA",CA001012008,,,,1924,1905
13691,34.124,-109.92200000000001,"PINETOP 2 E, AZ US",USC00026601,,,,2019,1944
13692,38.8,139.783,"SHONAI, JA",JA000047587,,,,1989,1971
13693,16.5,-96.1,"SAN CARLOS YAUTEPEC, MX",MXN00020184,-0.9183853249041365,-3.9065488106212265,1.9795141369278697,2011,1961
13694,42.78333,-113.66667,"MINIDOKA 10 WNW, ID US",USC00105972,,,,1985,1896
13695,44.25,-76.85,"MORVEN IHD, ON CA",CA006155496,,,,1975,1969
13696,48.2774,-110.6022,"RUDYARD 19 S, MT US",USC00247247,,,,2019,2002
13697,23.9333,-103.95,"NARCISO MENDOZA, MX",MXN00010047,0.9505565904515774,0.26598038037436483,1.6429145509719676,2007,1964
13698,36.31667,-82.36667,"JOHNSON CITY, TN US",USC00404657,,,,1949,1912
13699,18.453329999999998,-66.67472,"ARECIBO 3 ESE, PR US",RQC00660410,1.268246971409284,2.0225699909645174,0.3618660925682562,1998,1933
13700,50.7,-119.25,"SALMON ARM, BC CA",CA001166945,0.32118286059143025,-0.5622255270754966,1.2042478306953437,1982,1912
13701,26.65,-99.9833,"VALLECILLO DGE, MX",MXN00019063,0.5682946428935631,-0.47659197800539194,1.6100525798385483,2011,1959
13702,44.73444,-94.3425,"STEWART, MN US",USC00218025,0.7710964854729664,-0.6069871021620125,2.3775565751613663,2003,1958
13703,55.97,124.88,"NAGORNYJ, RS",RSM00030493,1.5949369338381616,1.6701092288670567,1.46954592222539,2014,1937
13704,27.4,-110.2333,"SAN IGNACIO RIO MUERTO 4 P 12, MX",MXN00026293,-6.726068274051084,-6.2087610408212,-7.23108140367629,2011,1988
13705,31.2803,-93.8386,"SABINE SOUTH TEXAS, TX US",USR0000TSBS,,,,2019,2002
13706,44.3255,-103.1086,"HEREFORD 12 SW, SD US",USC00393764,,,,2019,1999
13707,39.13333,-86.61667,"BLOOMINGTON MONROE CO AIRPORT, IN US",USW00003893,,,,2018,1999
13708,34.6203,-89.3142,"WINBORN MISSISSIPPI, MS US",USR0000MWIN,,,,2019,2003
13709,42.0803,-80.1824,"ERIE INTERNATIONAL AIRPORT, PA US",USW00014860,0.5327653606278533,0.6952642415923128,0.36966966070842405,2019,1926
13710,46.1833,-62.5833,"GEORGETOWN, PE CA",CA008300430,,,,1896,1875
13711,44.0108,-72.4833,"CHELSEA 2 NW, VT US",USC00431363,,,,2014,2001
13712,45.55,-122.0,"NORTH FORK, OR US",USS0022D02S,-0.7976813302876232,-6.534104585758844,4.921523837594869,2019,1980
13713,33.33333,-84.28333,"SUNNYSIDE, GA US",USC00098460,,,,1975,1970
13714,18.9667,-97.35,"SAN ISIDRO CANOAS ALTAS, MX",MXN00021073,,,,2009,1967
13715,39.31667,-120.38333,"SODA SPRINGS, CA US",USC00048331,-3.866844111934395,0.6570631441097772,-8.39239982735055,1955,1914
13716,40.501940000000005,-80.08333,"EMSWORTH L D OHIO RV, PA US",USC00362574,,,,2019,1992
13717,34.25,-113.46667,"ALAMO DAM 6 ESE, AZ US",USC00020099,,,,1974,1963
13718,39.3671,-106.1898,"CLIMAX, CO US",USC00051660,1.253256594865598,2.411682551319647,0.20384053121037046,2018,1894
13719,33.93333,-91.83333,"STAR CITY, AR US",USC00036823,,,,1988,1965
13720,50.4167,-73.8833,"MISTASSINI POST, QC CA",CA007095000,0.42848049383329423,-0.6591661837424444,1.9015284080803674,1979,1896
13721,45.7833,-113.35,"GORIS GULCH MONTANA, MT US",USR0000MGOR,,,,1997,1988
13722,22.8,-98.7,"MAGISCATZIN SMN, MX",MXN00028057,11.364451352191484,18.79885217585112,4.454989120298414,1988,1944
13723,39.1911,-77.0069,"BRIGHTON DAM, MD US",USC00181125,,,,2016,1949
13724,50.9833,-102.4167,"CRESCENT LAKE, SK CA",CA004011888,,,,1916,1900
13725,49.4667,-119.6,"PENTICTON A, BC CA",CA001126150,1.7536847280045467,1.215010830657674,2.2960087874272186,2011,1942
13726,45.0708,-119.49,"TUPPER OREGON, OR US",USR0000OTUP,,2.787031819377136,,2019,1988
13727,52.6333,-113.3833,"WETASKIWIN SOUTH, AB CA",CA003017286,,,,2005,1986
13728,51.7508,11.4681,"ASCHERSLEBEN, GM",GME00123490,,,,2002,1898
13729,31.535559999999997,-84.19444,"ALBANY SW GEORGIA REGIONAL AIRPORT, GA US",USW00013869,0.05927380694646347,0.3282868895555624,-0.212136207589769,2019,1948
13730,35.98333,129.43333,"YONGIL MAN MAG 12, KS",KSW00043238,,,,1956,1952
13731,64.8172,-147.8739,"FAIRBANKS AIRPORT NUMBER 2, AK US",USC00502965,,,,2019,2000
13732,65.02,-146.22799999999998,"ANGEL CREEK ALASKA, AK US",USR0000AANG,,,,2017,2001
13733,-33.9181,150.9864,"BANKSTOWN AIRPORT AWS, AS",ASN00066137,2.2469440120242643,2.883731815985827,1.6060401020412456,2019,1969
13734,35.71667,-89.98333000000001,"OSCEOLA, AR US",USC00035480,,,2.032393365730457,1974,1892
13735,38.96667,-84.55,"SCOTT, KY US",USC00157211,-0.203396106644099,-0.0873516788689736,-0.12367752856538379,1930,1898
13736,42.336999999999996,-118.2346,"WHITEHORSE RANCH, OR US",USC00359290,,,,2005,1970
13737,65.1,-102.4333,"ROBERTSON LAKE AUT, NU CA",CA002303610,,,,2006,1997
13738,50.6667,-100.55,"OLHA, MB CA",CA00501205N,,,,1994,1967
13739,22.7667,-99.2667,"LA BOQUILLA, MX",MXN00028043,-1.2097237851662417,1.0871000816780507,-3.1914578005115066,2012,1961
13740,32.5181,-84.9378,"COLUMBUS NUMBER 2, GA US",USC00092159,,,,2011,1997
13741,19.25,-97.1333,"QUIMIXTLAN, MX",MXN00021067,,,,2009,1965
13742,34.58333,-120.65,"POINT ARGUELLO LIGHT, CA US",USC00047016,,,,1978,1949
13743,33.83,-88.5213,"ABERDEEN, MS US",USC00220021,-0.42158303022050214,-0.824705000717922,-0.023381368751925816,2018,1902
13744,41.1738,-90.0351,"GALVA, IL US",USC00113335,-0.006859655025797043,-0.35471375553685736,0.3205952127511321,2018,1894
13745,40.72,-109.54,"KING S CABIN, UT US",USS0009J01S,7.149851632047477,0.48754285326363694,15.320817165030812,2016,1980
13746,17.3667,-97.35,"YODOCONO DE PORFIRIO DIAZ, MX",MXN00020379,,,,2012,1982
13747,37.2766,-98.5799,"MEDICINE LODGE, KS US",USC00145173,-0.326575726925207,-0.7388735987756798,0.019605447739859515,1997,1893
13748,40.98,-115.17,"TENT MOUNTAIN LOWER, NV US",USS0015J22S,,,,2019,2013
13749,41.58599,-84.62340999999999,"MONTPELIER, OH US",USC00335438,-0.20136783051700138,-0.10231017058317832,-0.30716373900384725,2012,1894
13750,42.05,-111.6,"FRANKLIN BASIN, ID US",USS0011G32S,4.462929613189601,-5.686949904882687,14.618922003804693,2019,1981
13751,36.0353,-111.8304,"GRAND CANYON EAST ENTRANCE, AZ US",USC00023584,,,,2017,2012
13752,47.1694,-122.0036,"BUCKLEY 1 NE, WA US",USC00450945,0.6299681920796201,0.5322198832220005,0.8734157457398556,2011,1913
13753,40.71667,-89.6,"PEORIA CITY OFFICE, IL US",USW00014874,3.153153153153152,2.5064011379800855,3.808440018966333,1942,1906
13754,49.85,-119.45,"KELOWNA DAV SPIERS ROAD, BC CA",CA001123982,,,,2002,1979
13755,51.5,-127.5,"WADHAMS CDF, BC CA",CA00106Q669,,,,1972,1968
13756,27.433000000000003,41.683,"HAIL, SA",SA000403940,,,,2004,1978
13757,18.3667,-96.1667,"RINCON PACHECO, MX",MXN00030142,3.61149628581535,2.834205871949063,4.571491761583544,1986,1954
13758,47.7167,-59.3167,"WRECKHOUSE, NL CA",CA008404343,,,,2017,2007
13759,15.9167,-95.9333,"SAN ISIDRO CHACALAPA, MX",MXN00020351,,,,1989,1982
13760,39.63333,-79.95,"MORGANTOWN 1, WV US",USC00466207,0.4339156590506173,1.8634223180235432,-1.0658585311346624,1951,1873
13761,34.08333,-117.03333,"MILL CREEK 2, CA US",USC00045629,-2.6366199589883808,-0.9489063568010929,-4.339712918660288,1966,1908
13762,21.75,-99.2667,"VEINTE DE NOVIEMBRE, MX",MXN00024137,5.852724738540115,7.388449842318669,4.333791436396775,2010,1974
13763,46.4,-105.81667,"MILES CITY, MT US",USC00245685,-0.25272586209285286,2.4429941534241264,-0.9454462062639237,1981,1893
13764,42.45,-120.25,"VALLEY FALLS 3 SSE, OR US",USC00358818,,,,1980,1966
13765,37.9824,-103.5439,"LA JUNTA, CO US",USC00054724,,,,2017,1997
13766,22.25,-101.9833,"LORETO, MX",MXN00032033,-1.847757957837581,-0.6902000619499633,-3.009369932401655,2012,1964
13767,42.81538,-108.72611,"LANDER AIRPORT, WY US",USW00024021,1.527256150113483,1.3519469470440382,1.7048638342566238,2019,1948
13768,37.4902,-84.4375,"CRAB ORCHARD 6 N, KY US",USC00151890,,,,2019,1980
13769,46.7781,-91.3856,"PORT WING, WI US",USC00476772,-1.2375504710632574,-2.710953323775062,0.4989703903095559,2006,1948
13770,41.65,-73.86667,"WAPPINGERS FALLS, NY US",USC00308949,0.7398437780786138,3.0250879547986904,-1.5834481436666628,1949,1894
13771,48.9676,-102.1702,"NORTHGATE 5 ESE, ND US",USW00094084,,,,2019,2007
13772,55.2333,-127.6,"NEW HAZELTON, BC CA",CA001075520,-0.24546767307971232,-1.44004246330973,0.7621245656848462,1975,1915
13773,16.7167,-91.05,"LA CANJA, MX",MXN00007088,,,,1968,1963
13774,38.78333,-119.8,"WOODFORDS, CA US",USC00049775,0.36876821192052983,1.1628829798135036,-0.616991711728018,1990,1913
13775,42.6983,0.7939,"VIELHA E MIJARAN, SP",SPE00156621,,,,2018,2008
13776,28.8,-110.5667,"LA COLORADA, MX",MXN00026046,31.92813534768213,30.42650558774835,33.432947019867555,1988,1961
13777,59.33,52.23,"KIRS, RS",RSM00028009,3.7128047595416303,3.3440082118320564,4.081706974207826,2017,1959
13778,49.5,-119.0833,"CARMI, BC CA",CA001131410,-2.2565522332964196,-2.868951326805733,-1.4494278331487627,1968,1940
13779,47.5833,-53.3167,"BUTLERVILLE, NL CA",CA008400QJK,,,,2006,1989
13780,50.8167,-116.25,"BRISCO, BC CA",CA001171020,,,,2002,1924
13781,29.0,-110.1333,"MAZATAN, MX",MXN00026052,4.7900800976189695,8.474085604330275,1.6680684125400056,2012,1961
13782,40.15,94.68299999999999,"DUNHUANG, CH",CHM00052418,2.0595049230691753,1.2957997058609032,2.792148271259853,2014,1951
13783,28.10417,-81.71444,"LAKE ALFRED EXPERIMENTAL STATION, FL US",USC00084707,0.16175204056940745,0.8865598658094146,-0.6927036311833878,2000,1925
13784,20.2,-102.5833,"CUATRO ESQUINAS, MX",MXN00016191,,,,1987,1975
13785,23.2333,-103.8,"JIMENEZ DEL TEUL, MX",MXN00032027,2.188223281143635,6.782408743021026,-2.308032675289312,2012,1963
13786,48.56667,-109.66667,"HAVRE WEATHER BUREAU CITY, MT US",USW00024035,2.340878726571744,2.647211512768637,2.0359583158376906,1960,1893
13787,68.4908,16.6831,"EVENES LUFTHAVN, NO",NOE00133822,,,,2019,2003
13788,38.3167,23.5331,"TANAGRA, GR",GRE00105246,0.32284921369102715,-1.5985198889916759,2.239939870490286,2004,1958
13789,43.6356,-113.29978,"ARCO, ID US",USC00100375,1.6201684269788117,0.2531590061854739,3.4455420185325063,2019,1915
13790,39.43087,-83.77698000000001,"WILMINGTON AIRBORNE PARK, OH US",USW00013841,0.7977231565329885,1.5135744417571293,0.08369424602058625,2019,1954
13791,41.5,-81.66667,"CLEVELAND WEATHER BUREAU CITY, OH US",USC00331662,2.3282391357226935,1.9576780286929458,2.7024029192068926,1957,1871
13792,41.7072,-86.3163,"SOUTH BEND AIRPORT, IN US",USW00014848,0.44353002637646494,-0.006283971224847751,0.8909377540979522,2019,1894
13793,58.4,13.45,"SKARA 1, SW",SWE00138488,2.328587601275034,1.7875637126267072,2.8689515392761926,2011,1950
13794,46.4667,-61.9833,"EAST POINT AUT, PE CA",CA008300418,,,,2017,1996
13795,62.41,17.27,"SUNDSVALL, SW",SWE00139796,,,,1977,1961
13796,35.7831,-118.4389,"KERN RIVER PH 3, CA US",USC00044523,0.7602656438429599,0.6610691114766807,1.1469748578710064,2005,1947
13797,35.483000000000004,134.233,"TOTTORI, JA",JA000047746,-0.38422708635276925,2.7524884389404076,-1.8082549828434107,2017,1951
13798,40.6172,-109.2428,"DIAMOND RIM, UT US",USR0000DIAM,2.775112364314788,4.43204079036635,1.1107212516960654,2019,1984
13799,42.3981,0.7433,"EL PONT DE SUERT, SP",SPE00156153,,,,2018,2008
13800,55.4833,-127.8333,"MURDER CREEK 2, BC CA",CA001075252,,,,2004,1999
13801,18.75,-96.7833,"SANTA INES, MX",MXN00030156,,,,1972,1966
13802,54.5281,9.0439,"HATTSTEDT, GM",GME00131902,,,,2019,2006
13803,39.43333,-81.46667,"MARIETTA WATER WORKS, OH US",USC00334929,0.23583761928271052,1.901740478445712,-1.3146601066809558,1962,1897
13804,47.1944,-102.8413,"DICKINSON RANCH HQ, ND US",USC00322193,-1.7968190854870776,-2.3680926273265035,0.2406682749843281,2019,1982
13805,34.4339,-96.2717,"LEHIGH, OK US",USC00345108,,,,2018,1894
13806,50.4667,-101.55,"ROCANVILLE, SK CA",CA004016842,4.140073081607796,3.026873484625607,5.412600533251407,2010,1969
13807,50.0092,9.425,"NEUHUTTEN SPESSART, GM",GME00132238,,,,2019,2007
13808,35.8,-90.45,"LAKE CITY, AR US",USC00033998,,,,1996,1948
13809,45.19,-121.69,"CLEAR LAKE, OR US",USS0021D12S,6.499418153607451,5.280326034840977,6.3723170416343455,2019,1981
13810,57.15,13.56,"STORA SEGERSTAD, SW",SWE00137988,2.6607943976365025,1.6863989495568443,3.6565269723164455,1999,1945
13811,48.6833,-81.3667,"KIDD CREEK MINE, ON CA",CA006074100,,,,1976,1969
13812,19.2833,-99.5167,"CASETA EPCCA, MX",MXN00015315,,,,2010,1973
13813,35.66308,-82.34446,"NORTH FORK 2, NC US",USC00316236,,,,2019,1943
13814,56.38,13.98,"OSBY, SW",SWE00137750,2.867244789500898,1.8162796029094046,3.91897613109587,2019,1954
13815,49.7167,-124.9,"COMOX A, BC CA",CA001021830,1.9470791640338578,0.9075993050677654,2.982406893232239,2017,1945
13816,33.1244,-94.1661,"ATLANTA, TX US",USC00410408,,,,2019,1931
13817,19.7,-98.4333,"APAN DGE, MX",MXN00013002,3.943075615972813,3.127279262793279,4.733873603032482,2012,1986
13818,37.5247,-79.6816,"BUCHANAN, VA US",USC00441121,-0.0868440459411681,-0.6556307904527577,0.533527770077488,2012,1893
13819,59.35,13.4667,"KARLSTAD, SW",SW000024180,4.0021970397779825,4.363547546678246,3.8000693802035155,2008,1961
13820,39.4583,-80.1353,"FAIRMONT, WV US",USC00462920,-0.6810994379979926,-2.1116739042205452,0.7389487981824705,2019,1893
13821,39.3475,-85.4891,"GREENSBURG, IN US",USC00123547,0.07883583565219267,-1.1582153969720514,0.609021791989895,2019,1899
13822,24.6833,-98.8167,"SAN NICOLAS, MX",MXN00028094,2.714064487847181,5.3455313946640635,-0.29467429682325713,2009,1965
13823,15.1333,-92.4833,"HUIXTLA, MX",MXN00007077,-0.7805259150110263,2.0764742531077274,-3.6332143316290715,2005,1955
13824,50.3,6.4169,"SCHNEIFELFORSTHAUS, GM",GME00128506,2.3521147205722155,2.3150775645900556,2.3858138244301483,2019,1951
13825,40.75,-86.35,"LOGANSPORT RADIO WSA, IN US",USC00125122,0.6364026308264217,-1.5431863833386166,2.728413671068584,1989,1956
13826,48.7833,-123.7167,"DUNCAN, BC CA",CA001012550,-0.540823136818687,-3.7844271412680754,2.964112903225805,1957,1927
13827,37.95,-91.16667,"BERRYMAN 6 NW, MO US",USC00230597,,,,1979,1958
13828,36.41667,-94.8,"JAY 1 NE, OK US",USC00344564,,,,1977,1941
13829,44.383,131.15,"SUIFENHE, CH",CHM00054096,2.2355896351136963,0.3653020094736534,3.8204653622422002,2017,1952
13830,15.7833,-92.7333,"FINCA LIQUIDAMBAR, MX",MXN00007063,-2.282703091301219,-2.0988928828181144,-2.4948382458662794,1984,1955
13831,22.8167,-99.0167,"RIO FRIO, MX",MXN00028080,1.2696431105587496,2.151856360316492,0.1391649500939607,2012,1968
13832,49.9667,-101.2333,"ELKHORN, MB CA",CA005010868,,,,1902,1892
13833,26.8833,-103.85,"LA SOLEDAD, MX",MXN00008350,,,,2005,1986
13834,20.15,-98.6667,"MINERAL DEL MONTE, MX",MXN00013016,,,,1970,1959
13835,35.7048,-101.5492,"SANFORD DAM, TX US",USC00418040,-0.5513253989721396,2.704019370460048,-3.6237827968623204,2019,1994
13836,37.9056,-104.0556,"PINION CANYON COLORADO, CO US",USR0000CPCY,0.9384873949579797,1.837647058823524,0.04403361344537921,2019,1998
13837,46.8998,-94.3873,"DEEP PORTAGE, MN US",USC00212050,,,,2011,1984
13838,45.9167,-122.1667,"CANYON CREEK WASHINGTON, WA US",USR0000WCAN,,,,2019,1989
13839,26.26778,-80.275,"CORAL SPRINGS, FL US",USC00081858,,,,2003,1992
13840,65.2167,-123.4333,"DELINE A, NT CA",CA0022010KA,,,,2007,1994
13841,-30.5264,151.6697,"ARMIDALE TREE GROUP NURSERY, AS",ASN00056037,3.5779220779220773,5.035064935064927,2.135064935064935,2019,1998
13842,31.345,-109.5394,"DOUGLAS, AZ US",USC00022659,5.1282063516298955,3.732944776837905,6.393665198629832,2015,1949
13843,53.635,9.99,"HAMBURG FUHLSBUETTEL, GM",GM000010147,0.65855040285662,1.4739116004394806,-0.15466203534151254,2019,1891
13844,45.1542,-67.3985,"WOODLAND, ME US",USC00179891,1.8379402481057554,0.8171213507323591,2.7627384116528027,2019,1920
13845,18.9167,-99.9333,"TEXCALTITLAN D 7, MX",MXN00015301,,,,2000,1980
13846,45.9833,-74.0,"ST HIPPOLYTE, QC CA",CA007037310,2.38992812100366,2.3132858161083387,2.804159665550946,2015,1964
13847,32.45,-97.75,"GRANBURY 2 ENE, TX US",USC00413673,,,,1974,1949
13848,43.9,-78.9,"WHITBY MUELLER, ON CA",CA006155870,,,,2005,2002
13849,43.03068,-108.37432,"RIVERTON, WY US",USC00487760,0.8572791238244294,0.2898444890116728,1.5985871201478197,2019,1919
13850,44.567,6.5,"EMBRUN, FR",FRM00007591,,4.379745339801777,,2017,1973
